Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DemoTestSuite1 (1),Firefox 65.0,,2019-03-12 14:48:47,2019-03-12 14:50:13,1m - 25.994s,FAILED
,,,,,,
Test Cases/Imported from Selenium IDE Scripts/DemoTestSuite1 (1)/DemoTestCase1,Firefox 65.0,,2019-03-12 14:48:47,2019-03-12 14:49:21,34.128s,PASSED
"""----------------------------------------------------""",Firefox 65.0,,2019-03-12 14:48:47,2019-03-12 14:48:47,0.002s,PASSED
"""This test case script is generated by Katalon Studio""",Firefox 65.0,,2019-03-12 14:48:47,2019-03-12 14:48:47,0.000s,PASSED
"""Generated date: 12-Mar-2019 02:48:22 PM""",Firefox 65.0,,2019-03-12 14:48:47,2019-03-12 14:48:47,0.000s,PASSED
"""File path: C:\Users\Brandon\Documents\Katalon Suites\DemoTestSuite1.html""",Firefox 65.0,,2019-03-12 14:48:47,2019-03-12 14:48:47,0.000s,PASSED
"""Generated by: bolson@northwoodglobal.com""",Firefox 65.0,,2019-03-12 14:48:47,2019-03-12 14:48:47,0.000s,PASSED
"baseUrl = ""http://demo.guru99.com/test/login.html""",Firefox 65.0,----------------------------------------------------,2019-03-12 14:48:47,2019-03-12 14:48:47,0.020s,PASSED
openBrowser(baseUrl),Firefox 65.0,,2019-03-12 14:48:47,2019-03-12 14:49:15,27.677s,PASSED
selenium = new com.kms.katalon.core.webui.driver.KatalonWebDriverBackedSelenium(baseUrl),Firefox 65.0,,2019-03-12 14:49:15,2019-03-12 14:49:15,0.197s,PASSED
"selenium.open(""http://demo.guru99.com/test/login.html"")",Firefox 65.0,open | http://demo.guru99.com/test/login.html | ,2019-03-12 14:49:15,2019-03-12 14:49:16,0.666s,PASSED
"selenium.click(""id=email"")",Firefox 65.0,click | id=email | ,2019-03-12 14:49:16,2019-03-12 14:49:16,0.339s,PASSED
"selenium.type(""id=email"", ""abcd@gmail.com"")",Firefox 65.0,type | id=email | abcd@gmail.com,2019-03-12 14:49:16,2019-03-12 14:49:16,0.115s,PASSED
"selenium.type(""id=passwd"", ""abcde"")",Firefox 65.0,type | id=passwd | abcde,2019-03-12 14:49:16,2019-03-12 14:49:17,0.115s,PASSED
"selenium.type(""id=email"", """")",Firefox 65.0,type | id=email | ,2019-03-12 14:49:17,2019-03-12 14:49:17,0.103s,PASSED
"selenium.type(""id=passwd"", """")",Firefox 65.0,type | id=passwd | ,2019-03-12 14:49:17,2019-03-12 14:49:17,0.091s,PASSED
"selenium.click(""id=email"")",Firefox 65.0,click | id=email | ,2019-03-12 14:49:17,2019-03-12 14:49:17,0.296s,PASSED
"selenium.type(""id=email"", ""abcd@gmail.com"")",Firefox 65.0,type | id=email | abcd@gmail.com,2019-03-12 14:49:17,2019-03-12 14:49:17,0.096s,PASSED
"selenium.type(""id=passwd"", ""abcde"")",Firefox 65.0,type | id=passwd | abcde,2019-03-12 14:49:17,2019-03-12 14:49:17,0.102s,PASSED
"selenium.click(""xpath=(.//*[normalize-space(text()) and normalize-space(.)='Password'])[1]/following::span[2]"")",Firefox 65.0,click | xpath=(.//*[normalize-space(text()) and normalize-space(.)='Password'])[1]/following::span[2] | ,2019-03-12 14:49:17,2019-03-12 14:49:18,0.707s,PASSED
closeBrowser(),Firefox 65.0,,2019-03-12 14:49:18,2019-03-12 14:49:19,0.888s,PASSED
,,,,,,
Test Cases/Imported from Selenium IDE Scripts/DemoTestSuite1 (1)/DemoTestCase2,Firefox 65.0,,2019-03-12 14:49:21,2019-03-12 14:49:48,26.624s,PASSED
