Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Setup2,Chrome 73.0.3683.86,,2019-04-05 11:12:08,2019-04-05 11:12:35,26.807s,PASSED
,,,,,,
Test Cases/Setup2,Chrome 73.0.3683.86,,2019-04-05 11:12:09,2019-04-05 11:12:35,26.114s,PASSED
"""----------------------------------------------------""",Chrome 73.0.3683.86,,2019-04-05 11:12:11,2019-04-05 11:12:11,0.003s,PASSED
"""This test case script is generated by Katalon Studio""",Chrome 73.0.3683.86,,2019-04-05 11:12:11,2019-04-05 11:12:11,0.002s,PASSED
"""Generated date: 26-Mar-2019 03:22:29 PM""",Chrome 73.0.3683.86,,2019-04-05 11:12:11,2019-04-05 11:12:11,0.001s,PASSED
"""File path: C:\Users\Brandon\Documents\Katalon Recorder Suites\Simple.html""",Chrome 73.0.3683.86,,2019-04-05 11:12:11,2019-04-05 11:12:11,0.003s,PASSED
"""Generated by: bolson@northwoodglobal.com""",Chrome 73.0.3683.86,,2019-04-05 11:12:11,2019-04-05 11:12:11,0.018s,PASSED
"baseUrl = ""http://demo.guru99.com/test/login.html""",Chrome 73.0.3683.86,----------------------------------------------------,2019-04-05 11:12:11,2019-04-05 11:12:11,0.016s,PASSED
openBrowser(baseUrl),Chrome 73.0.3683.86,,2019-04-05 11:12:11,2019-04-05 11:12:21,10.790s,PASSED
selenium = new com.kms.katalon.core.webui.driver.KatalonWebDriverBackedSelenium(baseUrl),Chrome 73.0.3683.86,,2019-04-05 11:12:21,2019-04-05 11:12:22,0.433s,PASSED
"selenium.open(""http://demo.guru99.com/test/login.html"", """")",Chrome 73.0.3683.86,open | http://demo.guru99.com/test/login.html | ,2019-04-05 11:12:22,2019-04-05 11:12:24,2.120s,PASSED
"selenium.click(""id=email"")",Chrome 73.0.3683.86,click | id=email | ,2019-04-05 11:12:24,2019-04-05 11:12:24,0.195s,PASSED
"selenium.type(""id=email"", ""person"")",Chrome 73.0.3683.86,type | id=email | person,2019-04-05 11:12:24,2019-04-05 11:12:24,0.108s,PASSED
"selenium.type(""id=passwd"", ""password"")",Chrome 73.0.3683.86,type | id=passwd | password,2019-04-05 11:12:24,2019-04-05 11:12:24,0.106s,PASSED
"selenium.click(""id=SubmitLogin"")",Chrome 73.0.3683.86,click | id=SubmitLogin | ,2019-04-05 11:12:24,2019-04-05 11:12:27,2.267s,PASSED
"selenium.click(""//html/body/div[2]/div/div/a"")",Chrome 73.0.3683.86,click | //html/body/div[2]/div/div/a | ,2019-04-05 11:12:27,2019-04-05 11:12:32,5.276s,PASSED
"Assert.assertEquals(""Meet Guru99 - Free Training Tutorials & Video for IT Courses"", selenium.getTitle())",Chrome 73.0.3683.86,assertTitle | Meet Guru99 - Free Training Tutorials &amp; Video for IT Courses | ,2019-04-05 11:12:32,2019-04-05 11:12:32,0.192s,PASSED
closeBrowser(),Chrome 73.0.3683.86,,2019-04-05 11:12:32,2019-04-05 11:12:33,0.697s,PASSED
