Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Setup3,Chrome 73.0.3683.86,,2019-04-05 11:09:26,2019-04-05 11:09:55,28.449s,PASSED
,,,,,,
Test Cases/Setup3,Chrome 73.0.3683.86,,2019-04-05 11:09:27,2019-04-05 11:09:55,27.733s,PASSED
"""----------------------------------------------------""",Chrome 73.0.3683.86,,2019-04-05 11:09:29,2019-04-05 11:09:29,0.003s,PASSED
"""This test case script is generated by Katalon Studio""",Chrome 73.0.3683.86,,2019-04-05 11:09:29,2019-04-05 11:09:29,0.001s,PASSED
"""Generated date: 26-Mar-2019 03:22:29 PM""",Chrome 73.0.3683.86,,2019-04-05 11:09:29,2019-04-05 11:09:29,0.001s,PASSED
"""File path: C:\Users\Brandon\Documents\Katalon Recorder Suites\Simple.html""",Chrome 73.0.3683.86,,2019-04-05 11:09:29,2019-04-05 11:09:29,0.002s,PASSED
"""Generated by: bolson@northwoodglobal.com""",Chrome 73.0.3683.86,,2019-04-05 11:09:29,2019-04-05 11:09:29,0.003s,PASSED
"baseUrl = ""http://demo.guru99.com/test/login.html""",Chrome 73.0.3683.86,----------------------------------------------------,2019-04-05 11:09:29,2019-04-05 11:09:29,0.025s,PASSED
openBrowser(baseUrl),Chrome 73.0.3683.86,,2019-04-05 11:09:29,2019-04-05 11:09:40,10.461s,PASSED
selenium = new com.kms.katalon.core.webui.driver.KatalonWebDriverBackedSelenium(baseUrl),Chrome 73.0.3683.86,,2019-04-05 11:09:40,2019-04-05 11:09:40,0.301s,PASSED
"selenium.open(""http://demo.guru99.com/test/login.html"", """")",Chrome 73.0.3683.86,open | http://demo.guru99.com/test/login.html | ,2019-04-05 11:09:40,2019-04-05 11:09:42,1.793s,PASSED
"selenium.click(""id=email"")",Chrome 73.0.3683.86,click | id=email | ,2019-04-05 11:09:42,2019-04-05 11:09:42,0.219s,PASSED
"selenium.type(""id=email"", ""person"")",Chrome 73.0.3683.86,type | id=email | person,2019-04-05 11:09:42,2019-04-05 11:09:42,0.160s,PASSED
"selenium.type(""id=passwd"", ""password"")",Chrome 73.0.3683.86,type | id=passwd | password,2019-04-05 11:09:42,2019-04-05 11:09:42,0.107s,PASSED
"selenium.click(""id=SubmitLogin"")",Chrome 73.0.3683.86,click | id=SubmitLogin | ,2019-04-05 11:09:42,2019-04-05 11:09:45,2.162s,PASSED
"selenium.click(""//html/body/div[2]/div/div/a"")",Chrome 73.0.3683.86,click | //html/body/div[2]/div/div/a | ,2019-04-05 11:09:45,2019-04-05 11:09:52,6.911s,PASSED
"selenium.waitForPageToLoad(""3000"")",Chrome 73.0.3683.86,waitForPageToLoad | 3000 | ,2019-04-05 11:09:52,2019-04-05 11:09:52,0.526s,PASSED
"Assert.assertEquals(""Meet Guru99 - Free Training Tutorials & Video for IT Courses"", selenium.getTitle())",Chrome 73.0.3683.86,assertTitle | Meet Guru99 - Free Training Tutorials &amp; Video for IT Courses | ,2019-04-05 11:09:52,2019-04-05 11:09:52,0.025s,PASSED
closeBrowser(),Chrome 73.0.3683.86,,2019-04-05 11:09:52,2019-04-05 11:09:53,0.702s,PASSED
